Date,Type,Month,Sett_PC,Change,Vol,OI,Delta
2026-03-05,ALL,MAR26,25049.50,-78.75,935180.5,281605.6,-1001.4
2026-03-05,RET,MAR26,25049.50,-78.75,253093.5,15460.6,390.6
2026-03-05,ALL,JUN26,25267.00,-80.00,7229.8,7812.1,1122.6
2026-03-05,RET,JUN26,25267.00,-80.00,1193.8,801.1,21.6
2026-03-05,ALL,SEP26,25492.00,-81.00,44.8,124.8,7.9
2026-03-05,RET,SEP26,25492.00,-81.00,17.8,27.8,2.9000000000000004
2026-03-05,ALL,DEC26,25719.25,-81.00,0.0,4.4,0.0
2026-03-05,RET,DEC26,25719.25,-81.00,0.0,1.4000000000000001,0.0
2026-03-05,ALL,MAR27,0.00,+0.00,0.0,0.4,0.0
2026-03-05,RET,MAR27,0.00,+0.00,0.0,0.4,0.0
2026-03-05,ALL,DEC29,28582.25,-81.00,0.0,1.0,0.0
2026-03-05,RET,DEC29,28582.25,-81.00,0,0,0
2026-03-05,OPT,MAR26,1.95,-,40898.3,-73093.5,-2431.0000000000005
2026-03-05,OPT,APR26,5.00,-,6589.0,-6403.0,2089.0
2026-03-05,OPT,MAY26,3.46,-,290.0,-691.0,-127.0
2026-03-05,OPT,JUN26,0.85,-,2501.0,-6576.0,800.0
2026-03-05,OPT,SEP26,1.16,-,290.0,-967.0,-49.0
2026-03-05,OPT,DEC26,0.00,-,136.0,-510.0,16.0
2026-03-05,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-05,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-05,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-06,ALL,MAR26,24670.25,-379.25,909898.2,283538.9,1933.3
2026-03-06,RET,MAR26,24670.25,-379.25,267822.2,15886.900000000001,426.3
2026-03-06,ALL,JUN26,24883.25,-383.75,7085.3,7823.7,11.600000000000001
2026-03-06,RET,JUN26,24883.25,-383.75,1224.3,864.7,63.6
2026-03-06,ALL,SEP26,25109.50,-382.50,41.9,126.9,2.1
2026-03-06,RET,SEP26,25109.50,-382.50,14.9,28.900000000000002,1.1
2026-03-06,ALL,DEC26,25356.50,-362.75,0.0,4.4,0.0
2026-03-06,RET,DEC26,25356.50,-362.75,0.0,1.4000000000000001,0.0
2026-03-06,ALL,MAR27,0.00,+0.00,0.0,0.5,0.1
2026-03-06,RET,MAR27,0.00,+0.00,0.0,0.5,0.1
2026-03-06,ALL,DEC29,28101.25,-481.00,0.0,1.0,0.0
2026-03-06,RET,DEC29,28101.25,-481.00,0,0,0
2026-03-06,OPT,MAR26,2.26,-,76488.9,-75407.2,-1790.0000000000036
2026-03-06,OPT,APR26,2.82,-,2838.0,-7060.0,-657.0
2026-03-06,OPT,MAY26,2.41,-,420.0,-766.0,-75.0
2026-03-06,OPT,JUN26,2.65,-,1601.0,-6512.0,64.0
2026-03-06,OPT,SEP26,4.85,-,76.0,-1004.0,-37.0
2026-03-06,OPT,DEC26,3.30,-,43.0,-520.0,-10.0
2026-03-06,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-06,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-06,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-09,ALL,MAR26,24991.00,+320.75,971935.0,273375.6,-8752.1
2026-03-09,RET,MAR26,24991.00,+320.75,264680.0,15201.6,-676.1
2026-03-09,ALL,JUN26,25209.50,+326.25,12724.3,9114.6,1293.2
2026-03-09,RET,JUN26,25209.50,+326.25,1960.3000000000002,965.6,100.2
2026-03-09,ALL,SEP26,25426.25,+316.75,114.7,146.8,19.9
2026-03-09,RET,SEP26,25426.25,+316.75,52.7,40.800000000000004,11.9
2026-03-09,ALL,DEC26,25673.25,+316.75,0.0,5.5,2.2
2026-03-09,RET,DEC26,25673.25,+316.75,0.0,1.5,1.2000000000000002
2026-03-09,ALL,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-09,RET,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-09,ALL,DEC29,28418.00,+316.75,0.0,1.0,0.0
2026-03-09,RET,DEC29,28418.00,+316.75,0,0,0
2026-03-09,OPT,MAR26,4.38,-,21867.700000000004,-75539.1,-1311.1000000000001
2026-03-09,OPT,APR26,0.89,-,3349.0,-6957.0,103.0
2026-03-09,OPT,MAY26,2.02,-,916.0,-739.0,27.0
2026-03-09,OPT,JUN26,1.88,-,3626.0,-5781.0,731.0
2026-03-09,OPT,SEP26,0.42,-,401.0,-874.0,130.0
2026-03-09,OPT,DEC26,25.00,-,78.0,-511.0,9.0
2026-03-09,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-09,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-09,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-10,ALL,MAR26,24982.50,-8.50,796733.6,266474.1,-5047.3
2026-03-10,RET,MAR26,24982.50,-8.50,233964.6,14400.1,-592.3000000000001
2026-03-10,ALL,JUN26,25199.50,-10.00,8127.6,9648.7,591.0
2026-03-10,RET,JUN26,25199.50,-10.00,1435.6000000000001,991.7,37.0
2026-03-10,ALL,SEP26,25416.50,-9.75,66.0,152.2,5.4
2026-03-10,RET,SEP26,25416.50,-9.75,44.0,43.2,2.4000000000000004
2026-03-10,ALL,DEC26,25663.50,-9.75,0.0,5.5,0.0
2026-03-10,RET,DEC26,25663.50,-9.75,0.0,1.5,0.0
2026-03-10,ALL,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-10,RET,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-10,ALL,DEC29,28408.25,-9.75,0.0,1.0,0.0
2026-03-10,RET,DEC29,28408.25,-9.75,0,0,0
2026-03-10,OPT,MAR26,0.00,-,12135.399999999998,38473.0,2393.8
2026-03-10,OPT,APR26,0.00,-,2543.0,18668.0,834.0
2026-03-10,OPT,MAY26,0.00,-,327.0,1713.0,243.0
2026-03-10,OPT,JUN26,0.00,-,2360.0,29189.0,842.0
2026-03-10,OPT,SEP26,0.00,-,290.0,5754.0,-10.0
2026-03-10,OPT,DEC26,0.00,-,125.0,3642.0,73.0
2026-03-10,OPT,DEC27,0.00,-,0.0,629.0,0.0
2026-03-10,OPT,DEC28,0.00,-,0.0,1167.0,0.0
2026-03-10,OPT,DEC29,0.00,-,0.0,1.0,0.0
2026-03-11,ALL,MAR26,24983.50,+1.00,667845.2,266450.4,933.6
2026-03-11,RET,MAR26,24983.50,+1.00,193204.2,14477.400000000001,45.6
2026-03-11,ALL,JUN26,25201.25,+1.75,8660.1,12055.6,2421.1
2026-03-11,RET,JUN26,25201.25,+1.75,1438.1000000000001,1062.6000000000001,71.10000000000001
2026-03-11,ALL,SEP26,25417.25,+0.75,28.2,152.8,0.6000000000000001
2026-03-11,RET,SEP26,25417.25,+0.75,17.2,44.800000000000004,1.6
2026-03-11,ALL,DEC26,25664.75,+1.25,0.0,5.4,-1.2000000000000002
2026-03-11,RET,DEC26,25664.75,+1.25,0.0,1.4000000000000001,-1.2000000000000002
2026-03-11,ALL,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-11,RET,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-11,ALL,DEC29,28409.50,+1.25,0.0,1.0,0.0
2026-03-11,RET,DEC29,28409.50,+1.25,0,0,0
2026-03-11,OPT,MAR26,0.00,-,13966.600000000002,50091.6,5897.9
2026-03-11,OPT,APR26,0.00,-,2512.0,20142.0,1474.0
2026-03-11,OPT,MAY26,0.00,-,361.0,1955.0,242.0
2026-03-11,OPT,JUN26,0.00,-,2437.0,28615.0,-574.0
2026-03-11,OPT,SEP26,0.00,-,168.0,5757.0,3.0
2026-03-11,OPT,DEC26,0.00,-,87.0,3616.0,-26.0
2026-03-11,OPT,JUN27,0.00,-,2.0,2.0,2.0
2026-03-11,OPT,DEC27,0.00,-,0.0,629.0,0.0
2026-03-11,OPT,DEC28,0.00,-,0.0,1167.0,0.0
2026-03-11,OPT,DEC29,0.00,-,0.0,1.0,0.0
2026-03-12,ALL,MAR26,24560.00,-423.50,780645.6,267062.5,742.7
2026-03-12,RET,MAR26,24560.00,-423.50,218530.6,14822.5,367.70000000000005
2026-03-12,ALL,JUN26,24773.50,-427.75,22762.3,16441.5,4385.1
2026-03-12,RET,JUN26,24773.50,-427.75,2062.3,1211.5,148.1
2026-03-12,ALL,SEP26,24993.25,-424.00,120.4,200.3,47.5
2026-03-12,RET,SEP26,24993.25,-424.00,27.400000000000002,48.300000000000004,3.5
2026-03-12,ALL,DEC26,25240.25,-424.50,0.0,5.6,2.2
2026-03-12,RET,DEC26,25240.25,-424.50,0.0,1.6,2.2
2026-03-12,ALL,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-12,RET,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-12,ALL,DEC29,27985.00,-424.50,0.0,1.0,0.0
2026-03-12,RET,DEC29,27985.00,-424.50,0,0,0
2026-03-12,OPT,MAR26,1.30,-,27647.2,-58076.299999999996,1294.8000000000002
2026-03-12,OPT,APR26,1.05,-,2179.0,-8476.0,-323.0
2026-03-12,OPT,MAY26,0.95,-,515.0,-882.0,6.0
2026-03-12,OPT,JUN26,1.27,-,546.0,-6073.0,-2.0
2026-03-12,OPT,SEP26,2.88,-,62.0,-1026.0,-5.0
2026-03-12,OPT,DEC26,0.86,-,13.0,-541.0,5.0
2026-03-12,OPT,JUN27,0.00,-,0.0,2.0,0.0
2026-03-12,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-12,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-12,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-13,ALL,MAR26,24394.25,-165.75,841059.7,238582.6,-27737.8
2026-03-13,RET,MAR26,24394.25,-165.75,233418.7,15296.6,462.20000000000005
2026-03-13,ALL,JUN26,24605.75,-167.75,90174.6,53165.0,36729.0
2026-03-13,RET,JUN26,24605.75,-167.75,3053.6000000000004,1437.0,222.0
2026-03-13,ALL,SEP26,24828.75,-164.50,78.30000000000001,194.4,-5.9
2026-03-13,RET,SEP26,24828.75,-164.50,40.300000000000004,51.400000000000006,3.1
2026-03-13,ALL,DEC26,25075.75,-164.50,0.0,5.6,0.0
2026-03-13,RET,DEC26,25075.75,-164.50,0.0,1.6,0.0
2026-03-13,ALL,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-13,RET,MAR27,0.00,+0.00,0.0,0.5,0.0
2026-03-13,ALL,DEC29,27820.50,-164.50,0.0,1.0,0.0
2026-03-13,RET,DEC29,27820.50,-164.50,0,0,0
2026-03-13,OPT,MAR26,1.21,-,60552.50000000001,-65609.79999999999,240.4000000000011
2026-03-13,OPT,APR26,1.44,-,2704.0,-8739.0,-263.0
2026-03-13,OPT,MAY26,1.17,-,156.0,-883.0,-1.0
2026-03-13,OPT,JUN26,6.62,-,3788.0,-6938.0,-865.0
2026-03-13,OPT,SEP26,2.43,-,120.0,-1045.0,-19.0
2026-03-13,OPT,DEC26,10.00,-,33.0,-570.0,-29.0
2026-03-13,OPT,JUN27,0.00,-,0.0,2.0,0.0
2026-03-13,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-13,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-13,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-16,ALL,MAR26,24675.75,+281.50,511775.1,167807.9,-70077.1
2026-03-16,RET,MAR26,24675.75,+281.50,99653.1,13719.900000000001,-1396.1000000000001
2026-03-16,ALL,JUN26,24891.25,+285.50,539968.8,145817.0,92666.1
2026-03-16,RET,JUN26,24891.25,+285.50,99559.8,3652.0,2220.1
2026-03-16,ALL,SEP26,25113.00,+284.25,140.1,198.3,3.9000000000000004
2026-03-16,RET,SEP26,25113.00,+284.25,60.1,55.300000000000004,3.9000000000000004
2026-03-16,ALL,DEC26,25360.25,+284.50,0.0,5.6,0.0
2026-03-16,RET,DEC26,25360.25,+284.50,0.0,1.6,0.0
2026-03-16,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.1
2026-03-16,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.1
2026-03-16,ALL,DEC29,28105.00,+284.50,0.0,1.0,0.0
2026-03-16,RET,DEC29,28105.00,+284.50,0,0,0
2026-03-16,OPT,MAR26,4.13,-,19070.2,-59921.49999999999,-4588.700000000001
2026-03-16,OPT,APR26,0.61,-,4196.4,-7521.2,1218.8
2026-03-16,OPT,MAY26,0.39,-,1185.0,-401.0,482.0
2026-03-16,OPT,JUN26,5.51,-,6204.0,-3507.0,3431.0
2026-03-16,OPT,SEP26,1.20,-,130.0,-1048.0,-3.0
2026-03-16,OPT,DEC26,0.72,-,43.0,-549.0,21.0
2026-03-16,OPT,JUN27,0.50,-,6.0,4.0,2.0
2026-03-16,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-16,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-16,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-17,ALL,MAR26,24795.50,+119.75,235156.1,112348.5,-52973.1
2026-03-17,RET,MAR26,24795.50,+119.75,31303.100000000002,12720.5,-924.1
2026-03-17,ALL,JUN26,25015.50,+124.25,616093.2,214832.6,67821.3
2026-03-17,RET,JUN26,25015.50,+124.25,134039.2,4503.6,840.3000000000001
2026-03-17,ALL,SEP26,25237.25,+124.25,128.8,216.6,18.3
2026-03-17,RET,SEP26,25237.25,+124.25,82.80000000000001,58.6,3.3000000000000003
2026-03-17,ALL,DEC26,25484.50,+124.25,0.0,5.6,0.0
2026-03-17,RET,DEC26,25484.50,+124.25,0.0,1.6,0.0
2026-03-17,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-17,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-17,ALL,DEC29,28229.25,+124.25,0.0,1.0,0.0
2026-03-17,RET,DEC29,28229.25,+124.25,0,0,0
2026-03-17,OPT,MAR26,2.44,-,12782.400000000001,-60738.80000000001,-69.39999999999975
2026-03-17,OPT,APR26,1.83,-,3757.6,-7892.6,-573.4
2026-03-17,OPT,MAY26,0.53,-,991.0,-108.0,293.0
2026-03-17,OPT,JUN26,2.26,-,2215.0,-3545.0,-38.0
2026-03-17,OPT,SEP26,1.25,-,45.0,-1039.0,9.0
2026-03-17,OPT,DEC26,4.70,-,154.0,-653.0,-104.0
2026-03-17,OPT,JUN27,0.00,-,0.0,4.0,0.0
2026-03-17,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-17,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-17,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-18,ALL,MAR26,24434.50,-361.00,145554.8,88763.2,-21514.7
2026-03-18,RET,MAR26,24434.50,-361.00,21181.800000000003,12206.2,-345.70000000000005
2026-03-18,ALL,JUN26,24651.25,-364.25,665191.3,230340.6,22838.8
2026-03-18,RET,JUN26,24651.25,-364.25,164558.30000000002,5139.6,691.8000000000001
2026-03-18,ALL,SEP26,24873.00,-364.25,269.5,230.5,13.8
2026-03-18,RET,SEP26,24873.00,-364.25,112.5,65.5,6.800000000000001
2026-03-18,ALL,DEC26,25120.25,-364.25,0.0,5.7,1.2000000000000002
2026-03-18,RET,DEC26,25120.25,-364.25,0.0,1.7000000000000002,1.2000000000000002
2026-03-18,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-18,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-18,ALL,DEC29,27865.00,-364.25,0.0,1.0,0.0
2026-03-18,RET,DEC29,27865.00,-364.25,0,0,0
2026-03-18,OPT,MAR26,2.47,-,15758.800000000003,-48392.3,-944.4000000000001
2026-03-18,OPT,APR26,1.68,-,3362.5,-8581.699999999999,-689.1
2026-03-18,OPT,MAY26,0.54,-,499.0,-25.0,83.0
2026-03-18,OPT,JUN26,1.26,-,1957.0,-3524.0,21.0
2026-03-18,OPT,SEP26,1.47,-,42.0,-1031.0,8.0
2026-03-18,OPT,DEC26,1.29,-,110.0,-731.0,-78.0
2026-03-18,OPT,JUN27,0.00,-,0.0,4.0,0.0
2026-03-18,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-18,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-18,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-19,ALL,MAR26,24364.00,-70.50,83508.9,74410.7,-13103.5
2026-03-19,RET,MAR26,24364.00,-70.50,14205.900000000001,7413.700000000001,-4790.5
2026-03-19,ALL,JUN26,24580.00,-71.25,857618.0,241708.1,11761.4
2026-03-19,RET,JUN26,24580.00,-71.25,232207.0,6761.1,1614.4
2026-03-19,ALL,SEP26,24801.00,-72.00,272.0,261.3,30.9
2026-03-19,RET,SEP26,24801.00,-72.00,126.0,74.3,8.9
2026-03-19,ALL,DEC26,25048.25,-72.00,0.0,5.7,0.0
2026-03-19,RET,DEC26,25048.25,-72.00,0.0,1.7000000000000002,0.0
2026-03-19,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-19,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-19,ALL,DEC29,27793.00,-72.00,0.0,1.0,0.0
2026-03-19,RET,DEC29,27793.00,-72.00,0,0,0
2026-03-19,OPT,MAR26,2.37,-,25832.1,-42748.90000000001,-1159.9
2026-03-19,OPT,APR26,2.69,-,4977.5,-8888.800000000003,-307.1
2026-03-19,OPT,MAY26,6.75,-,1039.0,-623.0,-598.0
2026-03-19,OPT,JUN26,1.16,-,2822.0,-3234.0,290.0
2026-03-19,OPT,SEP26,1.00,-,3103.0,-995.0,36.0
2026-03-19,OPT,DEC26,4.45,-,120.0,-772.0,-41.0
2026-03-19,OPT,JUN27,0.00,-,0.0,4.0,0.0
2026-03-19,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-19,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-19,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-20,ALL,MAR26,24291.75,-72.22,10756.4,69028.4,-2803.8
2026-03-20,RET,MAR26,24291.75,-72.22,1917.4,7325.400000000001,-58.800000000000004
2026-03-20,ALL,JUN26,24101.50,-478.50,806884.5,255662.7,14181.5
2026-03-20,RET,JUN26,24101.50,-478.50,202972.5,8603.7,2066.5
2026-03-20,ALL,SEP26,24318.50,-482.50,1374.9,478.6,217.3
2026-03-20,RET,SEP26,24318.50,-482.50,224.9,102.60000000000001,28.3
2026-03-20,ALL,DEC26,24565.75,-482.50,0.0,5.8,1.2000000000000002
2026-03-20,RET,DEC26,24565.75,-482.50,0.0,1.8,1.2000000000000002
2026-03-20,ALL,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.1
2026-03-20,RET,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.1
2026-03-20,ALL,DEC29,27310.50,-482.50,0.0,1.0,0.0
2026-03-20,RET,DEC29,27310.50,-482.50,0,0,0
2026-03-20,OPT,MAR26,0.97,-,37503.299999999996,-4795.799999999999,9444.0
2026-03-20,OPT,APR26,1.82,-,6416.6,-9713.299999999997,-824.5
2026-03-20,OPT,MAY26,3.20,-,1294.0,-875.0,-252.0
2026-03-20,OPT,JUN26,1.96,-,3446.0,-3721.0,-487.0
2026-03-20,OPT,JUL26,0.61,-,217.0,53.0,53.0
2026-03-20,OPT,SEP26,1.02,-,3587.0,-1009.0,-14.0
2026-03-20,OPT,DEC26,0.47,-,63.0,-772.0,0.0
2026-03-20,OPT,JUN27,0.00,-,0.0,4.0,0.0
2026-03-20,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-20,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-20,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-23,ALL,MAR26,24291.75,+0.00,0.0,60.0,-65596.7
2026-03-23,RET,MAR26,24291.75,+0.00,0.0,0.0,-7320.700000000001
2026-03-23,ALL,JUN26,24408.25,+306.75,918765.7,244177.6,-11480.0
2026-03-23,RET,JUN26,24408.25,+306.75,236156.7,8961.6,370.0
2026-03-23,ALL,SEP26,24627.75,+309.25,2549.3,583.4,104.80000000000001
2026-03-23,RET,SEP26,24627.75,+309.25,442.3,137.4,34.800000000000004
2026-03-23,ALL,DEC26,24875.00,+309.25,2.5,6.6,8.200000000000001
2026-03-23,RET,DEC26,24875.00,+309.25,2.5,2.6,8.200000000000001
2026-03-23,ALL,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-03-23,RET,MAR27,0.00,+0.00,0.0,0.7000000000000001,0.0
2026-03-23,ALL,DEC29,27619.75,+309.25,0.0,1.0,0.0
2026-03-23,RET,DEC29,27619.75,+309.25,0,0,0
2026-03-23,OPT,MAR26,1.17,-,21193.400000000005,-3891.999999999998,951.5999999999999
2026-03-23,OPT,APR26,1.86,-,7439.6,-9967.699999999999,-254.39999999999998
2026-03-23,OPT,MAY26,1.32,-,1270.0,-902.0,-27.0
2026-03-23,OPT,JUN26,2.70,-,4279.0,-4512.0,-789.0
2026-03-23,OPT,JUL26,17.67,-,56.0,29.0,-24.0
2026-03-23,OPT,SEP26,1.18,-,3522.0,-1116.0,-107.0
2026-03-23,OPT,DEC26,14.39,-,1093.0,-1591.0,-819.0
2026-03-23,OPT,MAR27,0.00,-,3.0,3.0,3.0
2026-03-23,OPT,JUN27,0.00,-,0.0,4.0,0.0
2026-03-23,OPT,DEC27,0.00,-,0.0,237.0,0.0
2026-03-23,OPT,DEC28,0.00,-,0.0,915.0,0.0
2026-03-23,OPT,DEC29,0.00,-,0.0,-1.0,0.0
2026-03-24,ALL,MAR26,24291.75,+0.00,0.0,29.0,-31.0
2026-03-24,RET,MAR26,24291.75,+0.00,0,0,0
2026-03-24,ALL,JUN26,24213.75,-194.50,765344.2,244610.7,2694.6
2026-03-24,RET,JUN26,24213.75,-194.50,222260.2,8824.7,419.6
2026-03-24,ALL,SEP26,24435.00,-192.75,924.4000000000001,597.6,15.7
2026-03-24,RET,SEP26,24435.00,-192.75,325.40000000000003,134.6,-2.3000000000000003
2026-03-24,ALL,DEC26,24682.00,-193.00,0.0,6.800000000000001,2.2
2026-03-24,RET,DEC26,24682.00,-193.00,0.0,2.8000000000000003,2.2
2026-03-24,ALL,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-24,RET,MAR27,0.00,+0.00,0.0,0.6000000000000001,0.0
2026-03-24,ALL,DEC29,27426.75,-193.00,0.0,1.0,0.0
2026-03-24,RET,DEC29,27426.75,-193.00,0,0,0
2026-03-24,OPT,MAR26,1.00,-,22623.100000000006,-18790.399999999998,-1475.0
2026-03-24,OPT,APR26,1.44,-,5448.6,-23842.9,-493.2
2026-03-24,OPT,MAY26,2.15,-,2085.0,-3721.0,-363.0
2026-03-24,OPT,JUN26,2.81,-,1759.0,-4766.0,-254.0
2026-03-24,OPT,JUL26,9.50,-,84.0,-703.0,-8.0
2026-03-24,OPT,SEP26,5.03,-,1828.0,-5606.0,205.0
